iter	RMSE
0	0.007210000823
1	0.007090123481
2	0.006963910189
3	0.006845966852
4	0.006714731329
5	0.006620077942
6	0.006530026818
7	0.006428106752
8	0.00632078061
9	0.006212160912
10	0.006111009854
11	0.006000906711
12	0.005922161313
13	0.005825247649
14	0.005741347856
15	0.005663096311
16	0.005588858798
17	0.005514945938
18	0.005387110057
19	0.00530081597
20	0.005191280433
21	0.005118805944
22	0.005019348218
23	0.004909755527
24	0.004834357175
25	0.004727984881
26	0.004657814496
27	0.004586334814
28	0.004516302911
29	0.004448677061
30	0.004367654155
31	0.004309326143
32	0.004236785343
33	0.004179556679
34	0.00411847245
35	0.004063137603
36	0.004009333324
37	0.003955055796
38	0.003902166435
39	0.003821119403
40	0.003757906457
41	0.003705977857
42	0.003656171926
43	0.003611513666
44	0.00354206149
45	0.003478452128
46	0.00341285753
47	0.003362245256
48	0.003318429101
49	0.003275304339
50	0.00322016033
51	0.003167263231
52	0.003124918633
53	0.003075904906
54	0.003027901282
55	0.002971789352
56	0.002926550228
57	0.002887296559
58	0.002841887452
59	0.00280763187
60	0.002762831264
61	0.00272990038
62	0.002692772817
63	0.002651139121
64	0.002616206316
65	0.002574566501
66	0.002538995168
67	0.002500534338
68	0.002460143419
69	0.002424488555
70	0.002393251158
71	0.002363657664
72	0.002326129719
73	0.002288890905
74	0.002234694689
75	0.002202484139
76	0.002165727107
77	0.002136460827
78	0.002099660995
79	0.002061762703
80	0.002041384362
81	0.002015180368
82	0.001992025913
83	0.001966742097
84	0.001926834675
85	0.001900388965
86	0.001877603775
87	0.001842945106
88	0.00182792727
89	0.001799629877
90	0.001775548459
91	0.001750918057
92	0.00172811933
93	0.001707350931
94	0.001670395397
95	0.00165013368
96	0.001628120413
97	0.001607021645
98	0.001580455593
99	0.001544028866
100	0.001509718706
101	0.001489921718
102	0.001470661545
103	0.00144568844
104	0.001428462864
105	0.00139007475
106	0.001372527141
107	0.001349221504
108	0.001321353083
109	0.001303688179
110	0.001282660161
111	0.001266842853
112	0.001249356956
113	0.00122291253
114	0.001195780997
115	0.00117746532
116	0.001157395355
117	0.001131377294
118	0.001107004532
119	0.001082856228
120	0.001059611693
121	0.001045931387
122	0.001032792731
123	0.001016275903
124	0.0009942798674
125	0.0009783496202
126	0.0009610544753
127	0.0009484810548
128	0.000936300697
129	0.0009150752274
130	0.0009033932012
131	0.0008919880466
132	0.000876519881
133	0.0008616986246
134	0.0008479666764
135	0.0008372282717
136	0.0008266733152
137	0.0008161925287
138	0.0008059815573
139	0.0007958126346
140	0.0007856217137
141	0.0007712088799
142	0.000761648818
143	0.0007447603138
144	0.0007352911186
145	0.0007260437107
146	0.0007169774422
147	0.0007078998529
148	0.000698954884
149	0.0006903612274
150	0.0006814132536
151	0.0006729398787
152	0.0006646120632
153	0.0006561517585
154	0.0006478256578
155	0.0006396089522
156	0.0006315359823
157	0.0006233801605
158	0.0006152920744
159	0.0006073038835
160	0.0005997728819
