iter	RMSE
161	0.0005922667106
162	0.0005848515954
163	0.0005773909507
164	0.0005679482444
165	0.0005570032232
166	0.0005501169435
167	0.0005432630804
168	0.000536212053
169	0.0005295675001
170	0.0005229193321
171	0.0005162845183
172	0.0005097569474
173	0.0005033546195
174	0.0004966854362
175	0.0004873543569
176	0.0004812209106
177	0.0004752976672
178	0.0004693957741
179	0.0004636142884
180	0.0004578584909
181	0.0004521785967
182	0.0004462753702
183	0.0004406715848
184	0.0004351662627
185	0.0004297800877
186	0.000424500226
187	0.0004192168374
188	0.000414060926
189	0.0004089681564
190	0.0004038339443
191	0.0003985221592
192	0.0003932857061
193	0.0003859355031
194	0.0003811928471
195	0.0003765082302
196	0.0003717585124
197	0.0003671950671
198	0.0003623768892
199	0.0003578280517
200	0.0003533374059
201	0.0003488835805
202	0.0003445976951
203	0.000340370779
204	0.0003361006094
205	0.0003316959718
206	0.0003276241628
207	0.0003233351101
208	0.0003192792059
209	0.000315362579
210	0.0003113915041
211	0.0003074723562
212	0.0003036172199
213	0.0002998938105
214	0.0002961215679
215	0.0002924919839
216	0.0002888261653
217	0.000285207332
218	0.0002817135877
219	0.000278172499
220	0.0002746886396
221	0.0002712379597
222	0.0002679170815
223	0.0002645631766
224	0.000261326026
225	0.0002580447351
226	0.0002548063235
227	0.0002516102229
228	0.0002484626306
229	0.0002453554196
230	0.0002423543037
231	0.0002393247071
232	0.0002363339887
233	0.0002333725436
234	0.0002304575372
235	0.0002275799358
236	0.0002247392578
237	0.0002219929266
238	0.0002192135034
239	0.0002164788832
240	0.000213779368
241	0.0002111691587
242	0.0002085272104
243	0.0002059285204
244	0.0002033559046
245	0.000200813321
246	0.0001983039044
247	0.0001958349383
248	0.0001933894108
249	0.0001909871446
250	0.000188615663
251	0.0001862612378
252	0.0001839491844
253	0.0001816397103
254	0.0001793732467
255	0.0001771224026
256	0.0001749011765
257	0.0001727196295
258	0.0001705665172
259	0.0001684284538
260	0.0001662887845
261	0.0001642048673
262	0.0001621194115
263	0.0001600882492
264	0.0001580556127
265	0.0001560758506
266	0.0001541220614
267	0.0001521649936
268	0.0001502339461
269	0.0001483530727
270	0.0001464708797
271	0.0001446375536
272	0.0001428029624
273	0.0001410159665
274	0.0001392277575
275	0.0001374859065
276	0.000135742892
277	0.0001340229669
278	0.0001323460578
279	0.0001306695841
280	0.0001290350068
281	0.0001274217733
282	0.000125807546
283	0.0001242350197
284	0.0001226615397
285	0.000121108852
286	0.0001195949122
287	0.0001180814047
288	0.0001166056417
289	0.0001151303156
290	0.0001136917574
291	0.0001122536396
292	0.0001108513398
293	0.0001094494827
294	0.0001080825193
295	0.0001067160001
296	0.0001053674752
297	0.0001040513967
298	0.0001027368561
299	0.0001014539241
300	0.0001001725039
301	9.892187724e-05
302	9.767273621e-05
303	9.64535955e-05
304	9.523591404e-05
305	9.404746115e-05
306	9.286044095e-05
307	9.168900476e-05
308	9.054476356e-05
309	8.940281853e-05
310	8.828736859e-05
311	8.71741673e-05
312	8.608678007e-05
313	8.500159443e-05
314	8.394156016e-05
315	8.288368088e-05
316	8.185030812e-05
317	8.081904422e-05
318	7.980539585e-05
319	7.881036441e-05
320	7.782212681e-05
321	7.685299976e-05
322	7.588973207e-05
323	7.493910409e-05
324	7.400084716e-05
325	7.307352132e-05
326	7.215894091e-05
327	7.125501103e-05
328	7.03634997e-05
329	6.948236657e-05
330	6.861672749e-05
331	6.77583709e-05
332	6.691010878e-05
333	6.608599295e-05
334	6.525890165e-05
335	6.445534056e-05
336	6.36491487e-05
337	6.285266828e-05
338	6.207892419e-05
339	6.130232132e-05
340	6.053569414e-05
341	5.979065842e-05
342	5.904279401e-05
343	5.830762985e-05
344	5.75785489e-05
345	5.68585744e-05
346	5.61589844e-05
347	5.545697667e-05
348	5.477483376e-05
349	5.40900216e-05
350	5.341398463e-05
351	5.275715001e-05
352	5.209798434e-05
353	5.145753153e-05
354	5.081537943e-05
355	5.019099953e-05
356	4.95637984e-05
357	4.894540844e-05
358	4.834418151e-05
359	4.774131817e-05
360	4.715517948e-05
361	4.656563895e-05
362	4.599411883e-05
363	4.542067615e-05
364	4.48528388e-05
365	4.430250949e-05
366	4.375028081e-05
367	4.32137639e-05
368	4.267341911e-05
369	4.215019617e-05
370	4.162333923e-05
371	4.111314388e-05
372	4.060070461e-05
373	4.010331629e-05
374	3.96019542e-05
375	3.911688816e-05
376	3.862953647e-05
377	3.815662738e-05
378	3.767951237e-05
379	3.721839987e-05
380	3.675480322e-05
381	3.629523456e-05
382	3.585121499e-05
383	3.540475925e-05
384	3.497188932e-05
385	3.453452861e-05
386	3.410492874e-05
387	3.368085819e-05
388	3.326224616e-05
389	3.284637136e-05
390	3.243826103e-05
391	3.203305666e-05
392	3.163270187e-05
393	3.123986531e-05
394	3.084982425e-05
395	3.046483217e-05
396	3.00840996e-05
397	2.971072884e-05
398	2.933937265e-05
399	2.897537083e-05
400	2.861404714e-05
401	2.825740021e-05
402	2.790431908e-05
403	2.755835376e-05
404	2.721416701e-05
405	2.687685747e-05
406	2.654133906e-05
407	2.621629857e-05
408	2.589144522e-05
409	2.556914818e-05
410	2.525253803e-05
411	2.493842031e-05
412	2.462836991e-05
413	2.432370069e-05
414	2.402152065e-05
415	2.372325448e-05
416	2.343067577e-05
417	2.313832859e-05
418	2.284982407e-05
419	2.256746169e-05
420	2.228756527e-05
421	2.200982249e-05
422	2.173800744e-05
423	2.147217773e-05
424	2.120715106e-05
425	2.094444293e-05
426	2.067936276e-05
427	2.04177939e-05
428	2.015968463e-05
429	1.99049842e-05
430	1.966055669e-05
431	1.941228551e-05
432	1.916728494e-05
433	1.892550762e-05
434	1.868690705e-05
435	1.845143759e-05
436	1.821905445e-05
437	1.799541291e-05
438	1.776887491e-05
439	1.754530024e-05
440	1.732464696e-05
441	1.710687388e-05
442	1.689194053e-05
443	1.667980716e-05
444	1.647043469e-05
445	1.626378476e-05
446	1.606420957e-05
447	1.586274105e-05
448	1.566388862e-05
449	1.546761622e-05
450	1.527388842e-05
451	1.508267034e-05
452	1.489230053e-05
453	1.470595219e-05
454	1.452045002e-05
455	1.433738696e-05
456	1.415672963e-05
457	1.397844518e-05
458	1.38036477e-05
459	1.362991414e-05
460	1.346178374e-05
461	1.329350109e-05
462	1.312738747e-05
463	1.296223486e-05
464	1.280234484e-05
465	1.264241963e-05
466	1.24834269e-05
467	1.23275541e-05
468	1.217549997e-05
469	1.202351199e-05
470	1.187526973e-05
471	1.172706917e-05
472	1.158077439e-05
473	1.14351774e-05
474	1.129420033e-05
475	1.115335131e-05
476	1.101318196e-05
477	1.087589659e-05
478	1.074182855e-05
479	1.060675467e-05
480	1.047458627e-05
481	1.034293628e-05
482	1.021298956e-05
483	1.008580001e-05
484	9.959142559e-06
485	9.835170614e-06
486	9.711716348e-06
487	9.590878064e-06
488	9.470543412e-06
489	9.351761319e-06
490	9.23546102e-06
491	9.119677198e-06
492	9.006311127e-06
493	8.893447899e-06
494	8.782038565e-06
495	8.672922096e-06
496	8.564320499e-06
497	8.457952737e-06
498	8.352315658e-06
499	8.248000186e-06
